Date,Scale,Price,Category,Place,Selling_Type,Item_Name
2022-11-29,Per Kg,220.0,Rice,Pettah,Retail,Nadu
2022-11-29,Per kg,167.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-11-29,Per kg,160.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-11-29,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-11-29,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-11-29,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-11-29,Per kg,168.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-11-29,Per kg,191.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-11-29,Per Kg,215.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-11-29,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-11-29,Per Kg,210.0,Rice,Dambulla,Wholesale,Kekulu red
2022-11-29,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-11-29,Per kg,184.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-11-29,Per Kg,220.0,Rice,Pettah,Retail,Kekulu Red
2022-11-29,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-11-29,Per kg,185.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-11-29,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-11-29,Per Kg,208.0,Rice,Maradagahamula,Wholesale,Samba
2022-11-29,Per Kg,201.0,Rice,Maradagahamula,Wholesale,Nadu
2022-11-29,Per kg,205.0,Rice,Dambulla,Retail,Nadu
2022-11-29,Per Kg,217.0,Rice,Pettah,Wholesale,Samba
2022-11-29,Per Kg,225.0,Rice,Pettah,Retail,Samba
2022-11-29,Per Kg,210.0,Rice,Pettah,Wholesale,Nadu
2022-11-29,Per Kg,210.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-11-29,Per Kg,195.0,Rice,Pettah,Wholesale,Kekulu White
2022-11-30,Per Kg,220.0,Rice,Pettah,Retail,Nadu
2022-11-30,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-11-30,Per Kg,203.0,Rice,Pettah,Wholesale,Kekulu Red
2022-11-30,Per kg,205.0,Rice,Dambulla,Retail,Nadu
2022-11-30,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-11-30,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-11-30,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-11-30,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-11-30,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-11-30,Per Kg,197.0,Rice,Pettah,Wholesale,Kekulu White
2022-11-30,Per kg,184.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-11-30,Per Kg,205.0,Rice,Maradagahamula,Wholesale,Samba
2022-11-30,Per Kg,198.0,Rice,Maradagahamula,Wholesale,Nadu
2022-11-30,Per Kg,215.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-11-30,Per Kg,225.0,Rice,Pettah,Retail,Samba
2022-11-30,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-11-30,Per Kg,207.0,Rice,Pettah,Wholesale,Nadu
2022-11-30,Per kg,200.0,Rice,Dambulla,Retail,Kekulu (White)
2022-11-30,Per kg,162.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-11-30,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-11-30,Per Kg,220.0,Rice,Pettah,Retail,Kekulu Red
2022-11-30,Per kg,160.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-11-30,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-11-30,Per kg,192.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-11-30,Per kg,168.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-11-30,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-11-30,Per Kg,217.0,Rice,Pettah,Wholesale,Samba
2022-11-30,Per kg,185.0,Rice,Pettah,Retail,Nadu (imp)
2022-11-30,Per kg,165.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-11-30,Per Kg,210.0,Rice,Dambulla,Wholesale,Kekulu red
2022-11-30,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-01,Per kg,205.0,Rice,Dambulla,Retail,Nadu
2022-12-01,Per kg,187.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-12-01,Per Kg,205.0,Rice,Maradagahamula,Wholesale,Samba
2022-12-01,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-12-01,Per Kg,202.0,Rice,Pettah,Wholesale,Kekulu Red
2022-12-01,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-12-01,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-12-01,Per Kg,217.0,Rice,Pettah,Wholesale,Samba
2022-12-01,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-01,Per Kg,205.0,Rice,Pettah,Wholesale,Nadu
2022-12-01,Per kg,160.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-12-01,Per Kg,198.0,Rice,Maradagahamula,Wholesale,Nadu
2022-12-01,Per kg,167.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-12-01,Per Kg,195.0,Rice,Pettah,Wholesale,Kekulu White
2022-12-01,Per Kg,220.0,Rice,Pettah,Retail,Kekulu Red
2022-12-01,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-12-01,Per Kg,210.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-01,Per Kg,220.0,Rice,Pettah,Retail,Nadu
2022-12-01,Per kg,192.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-12-01,Per Kg,215.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-12-01,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-12-01,Per kg,168.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-12-01,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-12-01,Per kg,185.0,Rice,Pettah,Retail,Nadu (imp)
2022-12-01,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-01,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-12-01,Per Kg,225.0,Rice,Pettah,Retail,Samba
2022-12-01,Per kg,162.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-12-01,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-12-01,Per kg,200.0,Rice,Dambulla,Retail,Kekulu (White)
2022-12-01,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-02,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-12-02,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-12-02,Per Kg,195.0,Rice,Pettah,Wholesale,Kekulu White
2022-12-02,Per kg,167.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-12-02,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-12-02,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-02,Per Kg,210.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-02,Per kg,190.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-12-02,Per kg,168.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-12-02,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-12-02,Per Kg,207.0,Rice,Pettah,Wholesale,Nadu
2022-12-02,Per kg,184.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-12-02,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-12-02,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-12-02,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-12-02,Per Kg,205.0,Rice,Maradagahamula,Wholesale,Samba
2022-12-02,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-02,Per Kg,225.0,Rice,Pettah,Retail,Samba
2022-12-02,Per Kg,195.0,Rice,Maradagahamula,Wholesale,Nadu
2022-12-02,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-12-02,Per Kg,202.0,Rice,Pettah,Wholesale,Kekulu Red
2022-12-02,Per kg,205.0,Rice,Dambulla,Retail,Nadu
2022-12-02,Per kg,200.0,Rice,Dambulla,Retail,Kekulu (White)
2022-12-02,Per kg,160.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-12-02,Per kg,160.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-12-02,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-12-02,Per Kg,217.0,Rice,Pettah,Wholesale,Samba
2022-12-02,Per Kg,220.0,Rice,Pettah,Retail,Nadu
2022-12-02,Per Kg,220.0,Rice,Pettah,Retail,Kekulu Red
2022-12-02,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-02,Per kg,185.0,Rice,Pettah,Retail,Nadu (imp)
2022-12-05,Per kg,188.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-12-05,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-12-05,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-12-05,Per Kg,203.0,Rice,Pettah,Wholesale,Kekulu Red
2022-12-05,Per Kg,205.0,Rice,Maradagahamula,Wholesale,Samba
2022-12-05,Per kg,190.0,Rice,Dambulla,Retail,Kekulu (White)
2022-12-05,Per kg,168.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-12-05,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-05,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-12-05,Per Kg,225.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-05,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-12-05,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-12-05,Per kg,160.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-12-05,Per Kg,220.0,Rice,Pettah,Retail,Kekulu Red
2022-12-05,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-12-05,Per kg,160.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-12-05,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-12-05,Per Kg,220.0,Rice,Pettah,Retail,Nadu
2022-12-05,Per Kg,215.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-05,Per Kg,225.0,Rice,Pettah,Retail,Samba
2022-12-05,Per kg,186.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-12-05,Per kg,185.0,Rice,Pettah,Retail,Nadu (imp)
2022-12-05,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-05,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-12-05,Per Kg,207.0,Rice,Pettah,Wholesale,Nadu
2022-12-05,Per kg,228.0,Rice,Dambulla,Retail,Nadu
2022-12-05,Per Kg,193.0,Rice,Pettah,Wholesale,Kekulu White
2022-12-05,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-12-05,Per Kg,195.0,Rice,Maradagahamula,Wholesale,Nadu
2022-12-05,Per kg,167.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-12-05,Per Kg,218.0,Rice,Pettah,Wholesale,Samba
2022-12-06,Per kg,160.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-12-06,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-12-06,Per kg,190.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-12-06,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-12-06,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-12-06,Per kg,186.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-12-06,Per kg,160.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-12-06,Per Kg,195.0,Rice,Maradagahamula,Wholesale,Nadu
2022-12-06,Per Kg,190.0,Rice,Pettah,Wholesale,Kekulu White
2022-12-06,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-12-06,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-12-06,Per Kg,225.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-06,Per Kg,217.0,Rice,Pettah,Wholesale,Samba
2022-12-06,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-06,Per Kg,225.0,Rice,Pettah,Retail,Samba
2022-12-06,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-12-06,Per Kg,220.0,Rice,Pettah,Retail,Nadu
2022-12-06,Per kg,168.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-12-06,Per Kg,215.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-06,Per Kg,200.0,Rice,Pettah,Wholesale,Kekulu Red
2022-12-06,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-12-06,Per kg,185.0,Rice,Pettah,Retail,Nadu (imp)
2022-12-06,Per Kg,205.0,Rice,Pettah,Wholesale,Nadu
2022-12-06,Per kg,190.0,Rice,Dambulla,Retail,Kekulu (White)
2022-12-06,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-06,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-12-06,Per Kg,205.0,Rice,Maradagahamula,Wholesale,Samba
2022-12-06,Per kg,168.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-12-06,Per kg,228.0,Rice,Dambulla,Retail,Nadu
2022-12-06,Per Kg,220.0,Rice,Pettah,Retail,Kekulu Red
2022-12-06,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-12-08,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-08,Per Kg,203.0,Rice,Pettah,Wholesale,Nadu
2022-12-08,Per kg,190.0,Rice,Dambulla,Retail,Kekulu (White)
2022-12-08,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-12-08,Per Kg,220.0,Rice,Pettah,Retail,Kekulu Red
2022-12-08,Per Kg,225.0,Rice,Pettah,Retail,Samba
2022-12-08,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-12-08,Per Kg,190.0,Rice,Pettah,Wholesale,Kekulu White
2022-12-08,Per Kg,202.0,Rice,Pettah,Wholesale,Kekulu Red
2022-12-08,Per kg,228.0,Rice,Dambulla,Retail,Nadu
2022-12-08,Per Kg,220.0,Rice,Pettah,Retail,Nadu
2022-12-08,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-12-08,Per kg,190.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-12-08,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-12-08,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-12-08,Per Kg,205.0,Rice,Maradagahamula,Wholesale,Samba
2022-12-08,Per kg,185.0,Rice,Pettah,Retail,Nadu (imp)
2022-12-08,Per Kg,225.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-08,Per kg,158.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-12-08,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-12-08,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-12-08,Per Kg,195.0,Rice,Maradagahamula,Wholesale,Nadu
2022-12-08,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-08,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-12-08,Per Kg,217.0,Rice,Pettah,Wholesale,Samba
2022-12-08,Per kg,160.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-12-08,Per kg,166.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-12-08,Per kg,170.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-12-08,Per kg,188.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-12-08,Per Kg,215.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-08,Per Kg,200.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-12-09,Per Kg,220.0,Rice,Pettah,Retail,Nadu
2022-12-09,Per kg,160.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-12-09,Per Kg,202.0,Rice,Pettah,Wholesale,Kekulu Red
2022-12-09,Per kg,185.0,Rice,Pettah,Retail,Nadu (imp)
2022-12-09,Per Kg,205.0,Rice,Pettah,Wholesale,Nadu
2022-12-09,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-12-09,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-12-09,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-12-09,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-12-09,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-09,Per Kg,184.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-12-09,Per Kg,202.0,Rice,Maradagahamula,Wholesale,Samba
2022-12-09,Per Kg,225.0,Rice,Pettah,Retail,Samba
2022-12-09,Per Kg,220.0,Rice,Pettah,Retail,Kekulu Red
2022-12-09,Per kg,228.0,Rice,Dambulla,Retail,Nadu
2022-12-09,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-12-09,Per kg,188.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-12-09,Per Kg,200.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-12-09,Per kg,160.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-12-09,Per Kg,225.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-09,Per Kg,217.0,Rice,Pettah,Wholesale,Samba
2022-12-09,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-12-09,Per kg,190.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-12-09,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-09,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-12-09,Per kg,190.0,Rice,Dambulla,Retail,Kekulu (White)
2022-12-09,Per kg,170.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-12-09,Per Kg,193.0,Rice,Maradagahamula,Wholesale,Nadu
2022-12-09,Per Kg,215.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-09,Per Kg,188.0,Rice,Pettah,Wholesale,Kekulu White
2022-12-09,Per kg,167.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-12-12,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-12,Per Kg,215.0,Rice,Pettah,Retail,Kekulu Red
2022-12-12,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-12-12,Per Kg,188.0,Rice,Pettah,Wholesale,Kekulu White
2022-12-12,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-12-12,Per kg,175.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-12-12,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-12-12,Per Kg,202.0,Rice,Maradagahamula,Wholesale,Samba
2022-12-12,Per kg,170.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-12-12,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-12-12,Per kg,194.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-12-12,Per kg,185.0,Rice,Dambulla,Retail,Kekulu (White)
2022-12-12,Per Kg,215.0,Rice,Pettah,Retail,Nadu
2022-12-12,Per Kg,193.0,Rice,Maradagahamula,Wholesale,Nadu
2022-12-12,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-12-12,Per Kg,202.0,Rice,Pettah,Wholesale,Kekulu Red
2022-12-12,Per Kg,225.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-12,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-12-12,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-12-12,Per Kg,210.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-12,Per Kg,200.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-12-12,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-12-12,Per Kg,203.0,Rice,Pettah,Wholesale,Nadu
2022-12-12,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-12-12,Per Kg,220.0,Rice,Pettah,Retail,Samba
2022-12-12,Per kg,190.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-12-12,Per kg,185.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-12-12,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-12,Per kg,168.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-12-12,Per kg,228.0,Rice,Dambulla,Retail,Nadu
2022-12-12,Per Kg,213.0,Rice,Pettah,Wholesale,Samba
2022-12-13,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-12-13,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-13,Per Kg,193.0,Rice,Maradagahamula,Wholesale,Nadu
2022-12-13,Per Kg,200.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-12-13,Per Kg,187.0,Rice,Pettah,Wholesale,Kekulu White
2022-12-13,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-12-13,Per kg,173.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-12-13,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-12-13,Per kg,204.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-12-13,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-12-13,Per Kg,202.0,Rice,Pettah,Wholesale,Kekulu Red
2022-12-13,Per kg,170.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-12-13,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-12-13,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-12-13,Per Kg,213.0,Rice,Pettah,Wholesale,Samba
2022-12-13,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-12-13,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-12-13,Per Kg,225.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-13,Per Kg,220.0,Rice,Pettah,Retail,Samba
2022-12-13,Per kg,190.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-12-13,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-13,Per Kg,215.0,Rice,Pettah,Retail,Kekulu Red
2022-12-13,Per kg,170.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-12-13,Per kg,228.0,Rice,Dambulla,Retail,Nadu
2022-12-13,Per Kg,210.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-13,Per kg,185.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-12-13,Per kg,185.0,Rice,Dambulla,Retail,Kekulu (White)
2022-12-13,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-12-13,Per Kg,215.0,Rice,Pettah,Retail,Nadu
2022-12-13,Per Kg,200.0,Rice,Pettah,Wholesale,Nadu
2022-12-13,Per Kg,202.0,Rice,Maradagahamula,Wholesale,Samba
2022-12-14,Per kg,178.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-12-14,Per Kg,220.0,Rice,Pettah,Retail,Samba
2022-12-14,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-12-14,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-12-14,Per Kg,200.0,Rice,Pettah,Wholesale,Nadu
2022-12-14,Per kg,185.0,Rice,Dambulla,Retail,Kekulu (White)
2022-12-14,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-12-14,Per Kg,202.0,Rice,Maradagahamula,Wholesale,Samba
2022-12-14,Per Kg,202.0,Rice,Pettah,Wholesale,Kekulu Red
2022-12-14,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-14,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-12-14,Per Kg,215.0,Rice,Pettah,Retail,Nadu
2022-12-14,Per Kg,187.0,Rice,Pettah,Wholesale,Kekulu White
2022-12-14,Per Kg,210.0,Rice,Pettah,Retail,Kekulu White
2022-12-14,Per Kg,213.0,Rice,Pettah,Wholesale,Samba
2022-12-14,Per kg,170.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-12-14,Per kg,206.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-12-14,Per Kg,187.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-12-14,Per Kg,206.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2022-12-14,Per Kg,200.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-12-14,Per kg,190.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-12-14,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-12-14,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-12-14,Per Kg,225.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-12-14,Per kg,175.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-12-14,Per kg,185.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-14,Per kg,170.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-12-14,Per Kg,215.0,Rice,Pettah,Retail,Kekulu Red
2022-12-14,Per kg,228.0,Rice,Dambulla,Retail,Nadu
2022-12-14,Per Kg,210.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-14,Per Kg,193.0,Rice,Maradagahamula,Wholesale,Nadu
2022-12-15,Per kg,180.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-12-15,Per Kg,210.0,Rice,Dambulla,Wholesale,Kekulu red
2022-12-15,Per Kg,228.0,Rice,Dambulla,Wholesale,Samba
2022-12-15,Per kg,190.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
